text	label
Recomendable 100%. Lo compré para regalárselo a mi madre ya que tiene dolores musculares bastante importantes y tenía que ir una vez mínimo en semana al fisio. Desde que se lo regale no puede estar más contenta. Se lo pone 10 minutos todos los días y la verdad que en esta semana que lleva con el a mejorado bastante. Viene bastante completo y puedes especificar en la parte del cuerpo que te lo as puesto y el aparatito sabe el tipo de estimulación que da tu solo graduas la intensidad. El aparato es pequeño lo que ayuda a poderlo llevar guardado en un bolsillo mientras te das el tratamiento. Llegó en perfectas condiciones y dentro del plazo. Recomendable	1
Comodidad. Lo utilice para un viaje en avión sin facturacion	1
Muy gruesos. Los he devuelto , creía que no serían tan gruesos y no me gustan los guantes gruesos para ir en bici. A parte de eso los guantes tenían muy buena pinta en cuanto a diseño y calidad.	0
Chulo mientras dura.... Mala calidad, se suelta en seguida, se te impecable con mirarlo, pero por ese precio no se puede pedir más...	0
Mediocre. Compré dos unidades para mis hijos que la necesitaban para clase de E. Física. La han usado 3 veces y ya el revestimiento del cable ha empezado a pelarse. Yo tengo otra de otra marca de precio similar la uso con cierta frecuencia y no he tenido ese problema. El resto de la comba bastante aceptable para el precio que tiene. No sé si la volvería a comprar porque si al final tengo que adquirir un cable repuesto sale cara.	0
Cómoda y buena sujeción!!. Sujeción muy buena en la mano y muñeca.	1
Muy útil. Muy útil para todo tipo de actividades. Gym, senderismo o para el día a día	1
Muy cómodos.. Lo quería para desinflamar bolsas .no hace mucho efecto pero, el fresquito da gusto .cómodos de poner. Los tengo en la nevera. Repetiré.no resbalan como dice la gente. Yo me los pongo por la mañana mientras me ducho y desayuno.	1
Guantes comodos. Los guantes son cómodos para entrenar, sujetan bien la muñeca para los ejercicios con peso. Después de dos semanas de entrenamiento en Crossfit puedo dar una opinión mas real, los guantes estan bien hechos,no parecen de mala calidad , para el agarre de barras estan bien , tienen un recubrimiento como unas bolitas que cuando hago dominadas a mi me resbalan, este es la única pega que tiene . Creo que esta parte tenía que ser un material anti deslizante. Estoy contento con ellos	1
Tamaño pequeño. Pequeña para un adulto y se aprieta mucho si quieres llevarla normal.	0
Falta de claridad. Las tallas no se corresponden con las estandar	0
Demasiado duras. Demasiado duras para ponerlas dentro del casco.	0
No sustituyen a unos buenos crampones en situaciones de riesgo en las que es imprescindible un buen material.. Sirven si no hay mucho desnivel para salir del paso, pero si la cosa se complica o...no es el material idoneo. Son faciles de poner, pesan poco...pero hay que tener claro para que se pueden utilizar.	0
Agilizado. No recibí correctamente el producto, pero el vendedor lo gestionó con agilidad	0
Una estafa!. Nunca llego, y el dinero tampoco.	0
Recomendada. Muy buen landing pack	1
Muy útil, aunque algo incómoda.. Es muy útil para usar mientras ves la tele, juegas o lees. El único pero es que necesitas poner algo delante que haga de tope por que termina desplazándose hacia delante y es algo incómodo tener que recolocarla cada cierto tiempo.	1
Relog. Calidad precio se corresponde	1
plantillas para fascitis plantar. este producto lo adquirí por estar recomendadas para la fascitis plantar, y desde que las utilizo he conseguido andar casi sin dolor, por lo que las recomiendo.	1
Buena compra. Encajan a los bastones que tengo, es justo lo que necesitaba	1
no me gusta nada pero nada. el relación cálida precio muy caro para lo pequeño que es es despega ante cualquier movimiento no me gusta nada nada nada	0
Malísima. No ha durado ni 3 meses sin romperse. He tenido que comprar otra, pero desde luego no a esta empresa.	0
No comprar, que bo te engañen las críticas positivas. Este producto es horrible, una de las dos piezas encaja (la que lleva el cierre) la otra parte es IMPOSIBLE de colocar, no encaja por mucho que te esfuerces, no se como alguien puede recomendarlo. 12€ a la basura.	0
Da muy poca talla. El pantalón puesto tenia muy buena pinta, si bien tuve que devolverlo por estar demasiado apretado de cintura. Es de corte bastante ajustado,pero a pesar de ser mi talla y quedar bien de largo, la cintura apretaba demasiado, y al ser un pantalón de montaña del que se espera comodidad, lo devolví.	1
deportivamente. Pulsera para ir a correr o llevarla a cualquier sitio. Monitorea el sueno, podometro etc... Se carga a traves de la misma clavija de algunos cargadores.	1
Práctico para q tu perro no sé de cuenta del cepillado. Muy bien xa sacar el pelo q sobra ,xo nunca va a rascar como un cepillo d pisos,solo xa pelo sobrante	1
Buen precio. Reloj .muy sencillo de conectar con el móvil	1
Fácil d montar. Excelente. Tal cual la descripción.	1
LENTE TRANSPARENTE. atención, la lente no es como la foto, es totalmente transparente, no valen para exteriores, por lo demás las gafas van bien	0
con el uso se estropea bastante. No dura mucho.. Lo he recibido hoy y es preciosa. Parece original y se ajusta perfectamente al reloj. Absolutamente recomendable, pero se deteriora bastante. Una pena.	0
Regular. Le doy baja puntuación pero para el precio que tiene no se puede pedir mas.	0
Pierde bastante aire. El aspecto y el confort de cuando lo acabas de inflar es muy bueno, se nota dura y no rebota...pero al despertar notas que ha perdido bastante aire y se siente como una especie de "cama de agua". No lo devuelvo porque mi pareja se lo quiere quedar, pero desde luego no estoy satisfecho, aunque si te hace el apaño (veremos cuanto dura).	0
Marina. Está todo tal y como viene en las imágenes excepto el mosquetón multiusos	0
Calidad precio. El tallaje es un poco grande yo compré la talla L y mido 1,80 y 90 kg y me queda bien. La chaqueta no pesa nada y es muy calentita. Por poner algún pero l cremallera se abrocha al contrario y eso lo llevo un poco mal	1
Solo funciono una vez. Solo a funcionado una salida.	0
Es para niños. La compramos porque por capacidad era perfecta, viene con Correa para colgar, pero es muy corta, parece para niños. Por lo demás correcto	1
SE ROMPE CON FACILIDAD. El asiento se rompió el primer día de utilizarlo. Está fabricado con un plástico demasiado blando para el producto que es.	0
Poca fuerza. Tiene poca fuerza, apenas aguanta 1kg de peso	0
No es profesional, lo siento. Lo siento es como para niños. Este mismo cuesta 2 euros en aliexpress. Decepcionada, creí que era mejor. Lo devolví sin problemas	0
MALA COMPRA. Desde su compra, la batería no ha durado más de dos días. Siempre presentó problemas para cargar. Ayer dejó de funcionar a pesar de estar cargado de la noche de antes. NO SE ENCIENDE NI CARGA. No tiene precisión de medida en pulsaciones, distancia, pasos, ....	0
Bien. Como esperado, hace su funcion calidad precio muy bien, cierra bien aunque hay que pillarle el punto, pero bien	1
correcto. muy buen producto y de calidad. el servicio ha sido excelente.me han atendido perfectamente y con profesionalidad. muy buen producto	0
Malo. No ha llegado en la fecha estimada	0
No son muy ligeras pero hacen su función. Tal como la foto. Pesan un poco	1
Entrega en plazo.. Mi marido está encantado.	1
MAL PRODUCTO. Se salen del reloj, y casi lo pierdo, no son compatibles con el reloj	0
Decepcion. Colores muy vivos, pero para mis hijas de noche, que era el proposito, no me son utiles, porque pierden agua con facilidad.	0
calidad precio inmejorable. tal y como aparecen en las fotos. perfecto y envio super super rapido.	1
Nunca llegaron. Las zapatillas nunca llegaron, tuve que pedir el reembolso	0
Producto que no coincide con lo publicitan. El producto que me ha llegado no tiene que ver con el de la foto. Quería los cristales tal y como se ven gris-negro y me han llegado rojizos.	0
REGULAR. aunque cumple su función, me parece un artículo con poca calidad. la silicona es demasiado blanda y no se adapta correctamente a la cara. A pesar de ello, no entra agua en el interior.	0
El diseño bonito. El diseño bonito. Pero no mantiene fría el agua el tiempo que indica. A mí a las 3 horas la tenía caliente. Para el precio que tiene esperaba otra cosa de mas calidad	0
parece que en cualquier momento se pudiera romper. Se trata de una correa de baja calidad, no ajusta bien en el reloj y parece que en cualquier momento se pudiera romper	0
No es tan buena. La calidad no era la esperada en principio estaba bien luego los sujetadores se han ido rompiendo	0
Columbia Powder Lite chaleco. Buenas simplemente tengo que decir chaleco estoy contento con la compra.Lo único tiende a ser talla grande y el largo un poco largo. bien terminado y abriga. Saludos	1
Casco muy muy basico. Es un casco muy economico y muy malo, un poco de porexpan cubierto de plastico de colores y poco mas, no esperes mucha seguridad de este casco. Muy muy barato y muy muy malo	0
Mala compra. Muy mal...el tornillo que viene es muy gordo y no vale. Luego el gancho es muy pequeño, me lo esperaba algo más grande. En definitiva, no sale nada barato para lo que es.	0
Colchón pinchado. Compré dos colchones INTEX para irme de vacaciones a un camping. El pedido llegó rápido aunque uno de ellos sólo con la etiqueta de los datos de recepción. Después de verlos en otro lugar más baratos, al ir a devolverlos me costaba más el costo de devolución que lo que ahorraba así que decidí quedármelos. Cuando fui a usarlos uno de ellos estaba pinchado y me di cuenta porque cada vez estaba más cerca del suelo. Acabé con el colchón deshinchado. Un desastre. Lo voy a devolver. El otro me lo quedo, pero también pierde aire. No son muy buenos. Si necesitas usarlos para muchos días, es preferible gastarse más dinero en otro tipo de colchón, más alto quizás. En éstos se duerme fatal.	0
Bonita. Es muy bonita y cómoda, pero se queda muy rápido sin batería, por lo demás, bien.	1
No se ajusta a la descripción. El banco en cuanto a calidad es muy bueno, pero no es plegable tal y como se indica en la descripción y en las imágenes a lo ser que desmontes una parte. De ahí las dos estrellas	0
es incompatible con Huawei. El reloj está muy bien, muy completo por el precio que tiene. Le he puesto 2 estrellas porque me ha sido imposible sincronizarlo con mi movil Huawei, así que hay parte de las prestaciones de las que no puedo disfrutar, una pena. Ademas me cuesta mucho sincronizarlo con el ipad, de hecho, hace 2 meses que no puedo sincronizarlo. El tema subir pisos me da la sensación de que se lo inventa un poco, porque a menudo voy caminando en horizontal y me empieza a vibrar porque he subido nose cuantos pisos... No me lo volveria a comprar, la verdad	0
Funcional. Perfecto y muy buen precio	1
Desilusion. Es muy bonito, pero la primera vez que me lo puse, el tul que lleva haciendo las transparencias se empezo a rasgar, lo he devuelto.	0
Buena riñonera. Cabe perfectamente en la riñonera el móvil Samsung Galaxy J6 Plus (6 pulgadas) incluso con la funda puesta en el móvil, me gusta que dentro de la riñonera este separado por dos compartimentos y impermeable muy buena riñonera.	1
Encaja pero es un poco más débil que la original.. Correa perfecta para el garmin fénix 3, pero es más débil que la original.	0
Acorde a lo anunciado.. Llegó puntual. Y las correas son perfectas y acorde a lo anunciado. Ya las estoy usando y quedan muy bien.	1
Su capacidad. La compré para mi hijo para guardar las zapatillas de de porte está muy bien y le gusto mucho	1
Correas. Sencillas pero cumplen muy bien su función	1
Regular. El guante izquierdo se deteriora mucho más rápido que el izquierdo	0
La correa no es buena. En general el funcionamiento de la pulsera es buena, la aplicación es mejorable y la correa es su principal problema ya que los enganches en la unidad se rompen y al final no puedes enganchar la correa.	0
Falso. Lo compro para la pulsera mi band 4 y me llegan para la 3 con todo el agujero del botón que tiene la mi band 3, yo lo quería como en la foto sin todo el agujero. Fatal. También pone que es de vidrio templado sin burbujas y es total mente falso es plástico malo	0
Muy bien.. Lo elegí y compré para las reparaciones pequeñas y las limpiezas de cadena plato, piñones. Se monta fácil y se usa más fácilmente. Te ahorra un buen dolor de espalda y lumbares.	1
Devuelto. Son de buena calidad, pero la proporcion de almohada con la de colchon para el cuerpo no me vale, tenia los pies fuera.	0
Una llegó rota. Compré dos pistolas. Una llego perfecta y la otra rota. La devolución fue correcta. No esperes un calidad de plástico buena. Da la sensación que en la primera caída se hará añicos...	0
Botella. Buen producto. Tapón cómodo.	0
buena relación calidad precio. El hornillo por ahora va genial, lo pongo a la máxima potencia y los carbones en 3-4 minutos están listos. En cuanto al gestor de calor (es una imitación del Kaloud Lotus) el material es distinto, pero el tamaño es similar, tengo el original y este y la verdad es que por el precio del pack me parece bien.	0
La pegatina negra no está perfecta. El patinete está muy bien y es muy bonito el diseño. Pero la pegatina negra no está del todo bien colocada, aparte tiene un pegote algo difícil de quitar	0
Me faltó 1 pulsera. Pulseras bastante bonitas y muy parecidas a la original. El envío súper rápido aunque pedí el pack de 13 pulseras y me han venido 12 (me falta la verde, me pondré en contacto con el vendedor) y el cierre de la bolsa venía roto.	1
Buena mochila. Mochila correcta con relación calidad precio muy buenas.	1
Una mochila. Mochila de espalda, sin mas. Si buscas mochila y te cuadra por gustos esta es la tuya	1
El envío ha sido rapido. Resulta que al recibir la tienda tenía un soporte de una pata roto, debido seguramente al transporte. Desearía que me cambiaran la tienda por otra o que enviaran un soporte nuevo. Envio foto. Gracias.	0
Es de tamaño bastante grande y huele fuerte a plástico que no se quita ni lavado pero es de buen material. Huele muy fuerte a plástico y es bastante grande pero es de buen material Como en la foto está la máscara	0
Bajísima calidad, se oxida. Me ha durado muy pocos meses, nunca me he puesto el reloj para lavar ni para ducharme ni nada pero sé menos ha oxidado enseguida y me ha salido bastante reacción en la piel	0
Muy endeble. Es de una calidad bastante mala . Además había partes que ha habido que pegar, pporque faltaban piezas. En fin lo barato sale malo a veces	0
Muy bien. Ésta muñequera es cómoda,muy suave, va muy bien cuando se sufre de túnel carpiano, la única pega que le pondría es que no es transpirable	1
Decente, no para escalar. NO vale para escalada, vale para sujetar cosas pero ya con 50 kg se estira peligrosamente demasiado, no se con 80 kg si aguantaría demasiado	0
Graciosa.... Muy bien muy gracioso! Aunque al cabo de poco coje mal olor! Y también hecho de menos una boquilla mas blanda y no este plástico tan rígido! Por lo demas muy buen i brilla a las oscuras!	1
Relación calidad precio. Es bastante completa y con una aplicación fácil de utilizar, la recomiendo por su relación calidad precio.	1
Muy bien. Estoy contento con estas gafas. Las compre para mi y se las quedo mi mujer. El ser polarizadas es muy útil para conducir y en verano para cualquier momento que salgas a la calle.	1
Prenda relación precio muy buena.. Es una prenda muy cómoda, se ajusta perfectamente para pedalear durante horas. Muy buena.	1
Ha dejado de funcionar y no cargan las baterías. Primer problema es que no explica para que es cada programa, y segundo no pasa bien la corriente en los lados del cinturón. No se ha podido volver a cargar y por lo tanto no funciona, ninguna de las tres baterías funcionan, no se carga ninguna. Una pena porque funcionaba bastante bien. No volveré a comprar	0
Prácticamente como el original. El pedido llegó mucho antes de lo esperado.Estuve a punto de no comprar porque vi algunas opiniones negativas,pero por el precio que tienen me decidí y estoy encantada.En el tiempo que llevo usándolas no se han estropeado nada,son muy parecidas a la original.Seguro repito compra	1
Muy chula. Muy chula, coge un poco de pelusilla pero muy chula	1
No están mal por precio. Buena compra calidad precio, gafas todo terreno, lo único que el espejado si las usas en playa o montaña salta de la lente.	0
muy grande. Los pantalones son de una gama media, nunca una gama alta a pesar de ser Columbia, pero el talleje es inmenso. Yo suelo llevar L o XL, y pedí la L y me viene enorme.	0
Pulsera supervivencia. Producto muy útil y fácil de llevar. Buenos materiales.	1
Útil. Se rompió la pantalla al primer golpe	0
Buen cierre comparado con la original!. Buena, se pone fea con sólo mirarla pero al mojar la con agua ya vuelve a la normalidad!	1
Es buen producto. Estan muy bien , calidad precio	1
